2024-11-22 17:14:13, 24.90 °C, 67.40 %
2024-11-22 17:14:15, 24.80 °C, 67.40 %
2024-11-22 17:14:17, 24.90 °C, 67.60 %
2024-11-22 17:14:19, 24.80 °C, 67.70 %
2024-11-22 17:14:22, 24.90 °C, 67.70 %
2024-11-22 17:14:24, 24.90 °C, 67.80 %
2024-11-22 17:14:26, 24.90 °C, 68.00 %
2024-11-22 17:14:28, 24.90 °C, 68.00 %
2024-11-22 17:14:31, 24.90 °C, 68.10 %
2024-11-22 17:14:33, 24.90 °C, 68.20 %
2024-11-22 17:14:35, 24.90 °C, 68.20 %
2024-11-22 17:14:37, 24.90 °C, 68.20 %
2024-11-22 17:14:40, 24.90 °C, 68.30 %
2024-11-22 17:14:42, 24.90 °C, 68.30 %
2024-11-22 17:14:44, 24.90 °C, 68.40 %
2024-11-22 17:14:46, 25.00 °C, 68.50 %
2024-11-22 17:14:49, 25.00 °C, 68.50 %
2024-11-22 17:14:51, 25.00 °C, 68.50 %
2024-11-22 17:14:53, 25.00 °C, 68.50 %
2024-11-22 17:14:55, 25.00 °C, 68.40 %
2024-11-22 17:14:58, 25.00 °C, 68.30 %
2024-11-22 17:15:00, 25.00 °C, 68.40 %
2024-11-22 17:15:02, 25.00 °C, 68.30 %
2024-11-22 17:15:04, 25.00 °C, 68.40 %
2024-11-22 17:15:07, 25.00 °C, 68.40 %
2024-11-22 17:15:09, 25.00 °C, 68.50 %
2024-11-22 17:15:11, 25.10 °C, 68.50 %
2024-11-22 17:15:13, 25.00 °C, 68.50 %
2024-11-22 17:15:16, 25.10 °C, 68.50 %
2024-11-22 17:15:18, 25.10 °C, 68.50 %
2024-11-22 17:15:20, 25.10 °C, 68.50 %
2024-11-22 17:15:23, 25.10 °C, 68.50 %
2024-11-22 17:15:25, 25.10 °C, 68.50 %
2024-11-22 17:15:27, 25.10 °C, 68.40 %
2024-11-22 17:15:29, 25.10 °C, 68.50 %
2024-11-22 17:15:32, 25.10 °C, 68.50 %
2024-11-22 17:15:34, 25.10 °C, 68.60 %
2024-11-22 17:15:36, 25.10 °C, 68.60 %
2024-11-22 17:15:38, 25.20 °C, 68.60 %
2024-11-22 17:15:41, 25.20 °C, 68.60 %
2024-11-22 17:15:43, 25.20 °C, 68.50 %
2024-11-22 17:15:45, 25.20 °C, 68.50 %
2024-11-22 17:15:47, 25.20 °C, 68.50 %
2024-11-22 17:15:50, 25.20 °C, 68.50 %
2024-11-22 17:15:52, 25.20 °C, 68.40 %
2024-11-22 17:15:54, 25.20 °C, 68.60 %
2024-11-22 17:15:56, 25.20 °C, 68.60 %
2024-11-22 17:15:59, 25.20 °C, 68.70 %
2024-11-22 17:16:01, 25.20 °C, 68.70 %
2024-11-22 17:16:03, 25.20 °C, 68.70 %
2024-11-22 17:16:05, 25.20 °C, 68.80 %
2024-11-22 17:16:08, 25.20 °C, 68.70 %
2024-11-22 17:16:10, 25.30 °C, 68.70 %
2024-11-22 17:16:12, 25.30 °C, 68.60 %
2024-11-22 17:16:14, 25.20 °C, 68.60 %
2024-11-22 17:16:17, 25.30 °C, 68.70 %
2024-11-22 17:16:19, 25.30 °C, 68.80 %
2024-11-22 17:16:21, 25.30 °C, 68.90 %
2024-11-22 17:16:23, 25.30 °C, 68.90 %
2024-11-22 17:16:26, 25.30 °C, 69.00 %
2024-11-22 17:16:28, 25.30 °C, 69.00 %
2024-11-22 17:16:30, 25.30 °C, 69.00 %
2024-11-22 17:16:32, 25.30 °C, 69.00 %
2024-11-22 17:16:35, 25.30 °C, 69.00 %
2024-11-22 17:16:37, 25.30 °C, 68.90 %
2024-11-22 17:16:39, 25.30 °C, 69.00 %
2024-11-22 17:16:44, 25.30 °C, 69.10 %
2024-11-22 17:16:46, 25.30 °C, 69.20 %
2024-11-22 17:16:48, 25.30 °C, 69.30 %
2024-11-22 17:16:50, 25.30 °C, 69.30 %
2024-11-22 17:16:53, 25.30 °C, 69.40 %
2024-11-22 17:16:55, 25.40 °C, 69.30 %
2024-11-22 17:16:57, 25.30 °C, 69.30 %
2024-11-22 17:16:59, 25.40 °C, 69.30 %
2024-11-22 17:17:02, 25.40 °C, 69.40 %
2024-11-22 17:17:04, 25.40 °C, 69.50 %
2024-11-22 17:17:06, 25.40 °C, 69.70 %
2024-11-22 17:17:08, 25.40 °C, 69.80 %
2024-11-22 17:17:11, 25.40 °C, 69.80 %
2024-11-22 17:17:13, 25.40 °C, 69.80 %
2024-11-22 17:17:15, 25.40 °C, 69.90 %
2024-11-22 17:17:17, 25.40 °C, 69.90 %
2024-11-22 17:17:20, 25.40 °C, 69.90 %
2024-11-22 17:17:22, 25.40 °C, 69.90 %
2024-11-22 17:17:24, 25.40 °C, 70.00 %
2024-11-22 17:17:26, 25.40 °C, 70.00 %
2024-11-22 17:17:29, 25.40 °C, 70.10 %
2024-11-22 17:17:31, 25.50 °C, 70.20 %
2024-11-22 17:17:33, 25.40 °C, 70.30 %
2024-11-22 17:17:35, 25.50 °C, 70.30 %
2024-11-22 17:17:38, 25.50 °C, 70.40 %
2024-11-22 17:17:40, 25.50 °C, 70.40 %
2024-11-22 17:17:42, 25.50 °C, 70.50 %
2024-11-22 17:17:44, 25.50 °C, 70.50 %
2024-11-22 17:17:47, 25.50 °C, 70.50 %
2024-11-22 17:17:49, 25.50 °C, 70.60 %
2024-11-22 17:17:51, 25.50 °C, 70.70 %
2024-11-22 17:17:53, 25.50 °C, 70.70 %
2024-11-22 17:17:56, 25.50 °C, 70.80 %
2024-11-22 17:17:58, 25.50 °C, 71.00 %
2024-11-22 17:18:00, 25.60 °C, 71.00 %
2024-11-22 17:19:40, 25.50 °C, 71.10 %
2024-11-22 17:22:40, 25.70 °C, 72.80 %
2024-11-22 17:25:41, 25.80 °C, 75.20 %
2024-11-22 17:28:41, 26.50 °C, 75.20 %
2024-11-22 17:31:41, 26.40 °C, 71.00 %
2024-11-22 17:34:41, 25.70 °C, 67.50 %
2024-11-22 17:37:42, 25.30 °C, 66.70 %
2024-11-22 17:40:42, 25.50 °C, 70.90 %
2024-11-22 17:43:42, 26.00 °C, 72.10 %
2024-11-22 17:46:42, 26.40 °C, 72.80 %
2024-11-22 17:49:43, 26.20 °C, 70.20 %
2024-11-22 17:52:43, 25.20 °C, 67.30 %
2024-11-22 17:55:43, 25.10 °C, 65.60 %
2024-11-22 17:58:43, 25.50 °C, 70.50 %
2024-11-22 18:01:44, 26.00 °C, 72.90 %
2024-11-22 18:04:44, 25.90 °C, 73.10 %
2024-11-22 18:07:44, 26.00 °C, 70.20 %
2024-11-22 18:10:44, 26.20 °C, 69.10 %
2024-11-22 18:13:45, 26.90 °C, 68.60 %
2024-11-22 18:16:45, 26.50 °C, 67.00 %
2024-11-22 18:19:45, 26.30 °C, 69.00 %
2024-11-22 18:22:45, 26.60 °C, 69.00 %
2024-11-22 18:25:46, 27.30 °C, 67.70 %
2024-11-22 18:28:46, 27.40 °C, 67.00 %
2024-11-22 18:31:46, 27.20 °C, 67.80 %
2024-11-22 18:34:46, 27.20 °C, 68.10 %
2024-11-22 18:37:47, 27.60 °C, 69.40 %
2024-11-22 18:40:47, 27.70 °C, 68.30 %
2024-11-22 18:43:47, 27.50 °C, 69.00 %
2024-11-22 18:46:47, 27.30 °C, 69.20 %
2024-11-22 18:49:48, 27.50 °C, 69.10 %
2024-11-22 18:52:48, 27.80 °C, 68.20 %
2024-11-22 18:55:48, 27.70 °C, 67.70 %
2024-11-22 18:58:48, 27.50 °C, 68.60 %
2024-11-22 19:01:49, 27.40 °C, 68.90 %
2024-11-22 19:04:49, 27.50 °C, 68.80 %
2024-11-22 19:07:49, 27.60 °C, 68.60 %
2024-11-22 19:10:49, 27.60 °C, 69.00 %
2024-11-22 19:16:50, 27.60 °C, 68.90 %
2024-11-22 19:19:50, 27.70 °C, 68.70 %
2024-11-22 19:22:50, 27.70 °C, 68.50 %
2024-11-22 19:25:51, 27.60 °C, 67.80 %
2024-11-22 19:28:51, 27.60 °C, 68.20 %
2024-11-22 19:31:51, 27.50 °C, 68.80 %
2024-11-22 19:34:51, 27.50 °C, 68.80 %
2024-11-22 19:37:52, 27.40 °C, 68.90 %
2024-11-22 19:40:52, 27.40 °C, 69.30 %
2024-11-22 19:43:52, 27.40 °C, 69.00 %
2024-11-22 19:46:52, 27.70 °C, 68.60 %
2024-11-22 19:49:53, 27.50 °C, 69.40 %
2024-11-22 19:52:53, 27.40 °C, 69.90 %
2024-11-22 19:55:53, 27.30 °C, 70.20 %
2024-11-22 19:58:53, 27.30 °C, 70.20 %
2024-11-22 20:01:54, 27.30 °C, 70.20 %
2024-11-22 20:04:54, 27.20 °C, 70.20 %
2024-11-22 20:07:54, 27.20 °C, 70.20 %
2024-11-22 20:10:54, 27.20 °C, 70.30 %
2024-11-22 20:13:55, 27.20 °C, 70.30 %
2024-11-22 20:16:55, 27.20 °C, 70.40 %
2024-11-22 20:19:55, 27.20 °C, 70.50 %
2024-11-22 20:22:55, 27.20 °C, 70.60 %
2024-11-22 20:25:56, 27.20 °C, 70.60 %
2024-11-22 20:28:56, 27.20 °C, 70.70 %
2024-11-22 20:31:56, 27.20 °C, 70.90 %
2024-11-22 20:34:56, 27.20 °C, 70.80 %
2024-11-22 20:37:57, 27.20 °C, 71.00 %
2024-11-22 20:40:57, 27.20 °C, 71.10 %
2024-11-22 20:43:57, 27.20 °C, 71.20 %
2024-11-22 20:46:57, 27.20 °C, 71.30 %
2024-11-22 20:49:58, 27.20 °C, 71.30 %
2024-11-22 20:52:58, 27.20 °C, 71.40 %
2024-11-22 20:55:58, 27.20 °C, 71.40 %
2024-11-22 20:58:58, 27.20 °C, 71.50 %
2024-11-22 21:01:59, 27.20 °C, 71.60 %
2024-11-22 21:04:59, 27.20 °C, 71.60 %
2024-11-22 21:07:59, 27.20 °C, 71.60 %
2024-11-22 21:11:00, 27.20 °C, 71.70 %
2024-11-22 21:14:00, 27.20 °C, 71.80 %
2024-11-22 21:17:00, 27.20 °C, 71.80 %
2024-11-22 21:20:00, 27.20 °C, 72.00 %
2024-11-22 21:23:01, 27.20 °C, 72.10 %
2024-11-22 21:26:01, 27.20 °C, 72.10 %
2024-11-22 21:29:01, 27.20 °C, 72.10 %
2024-11-22 21:32:01, 27.20 °C, 72.20 %
2024-11-22 21:35:02, 27.20 °C, 72.20 %
2024-11-22 21:38:02, 27.20 °C, 72.30 %
2024-11-22 21:41:02, 27.20 °C, 72.40 %
2024-11-22 21:44:02, 27.20 °C, 72.40 %
2024-11-22 21:47:03, 27.20 °C, 72.50 %
2024-11-22 21:50:03, 27.20 °C, 72.50 %
2024-11-22 21:53:03, 27.20 °C, 72.50 %
2024-11-22 21:56:03, 27.20 °C, 72.50 %
2024-11-22 21:59:04, 27.20 °C, 72.60 %
2024-11-22 22:02:04, 27.20 °C, 72.60 %
2024-11-22 22:05:04, 27.20 °C, 72.70 %
2024-11-22 22:08:04, 27.20 °C, 72.80 %
2024-11-22 22:11:05, 27.20 °C, 72.80 %
2024-11-22 22:14:05, 27.20 °C, 72.80 %
2024-11-22 22:17:05, 27.20 °C, 72.90 %
2024-11-22 22:20:05, 27.20 °C, 72.90 %
2024-11-22 22:23:06, 27.20 °C, 72.90 %
2024-11-22 22:26:06, 27.30 °C, 73.00 %
2024-11-22 22:29:06, 27.20 °C, 73.00 %
2024-11-22 22:32:06, 27.20 °C, 73.00 %
2024-11-22 22:35:07, 27.20 °C, 73.20 %
2024-11-22 22:38:07, 27.20 °C, 73.20 %
2024-11-22 22:41:07, 27.20 °C, 73.30 %
2024-11-22 22:44:07, 27.30 °C, 73.30 %
2024-11-22 22:47:08, 27.20 °C, 73.30 %
2024-11-22 22:50:08, 27.30 °C, 73.40 %
2024-11-22 22:53:08, 27.20 °C, 73.40 %
2024-11-22 22:56:08, 27.20 °C, 73.60 %
2024-11-22 22:59:09, 27.20 °C, 73.60 %
2024-11-22 23:02:09, 27.20 °C, 73.70 %
2024-11-22 23:05:09, 27.20 °C, 73.70 %
2024-11-22 23:08:09, 27.20 °C, 73.70 %
2024-11-22 23:11:10, 27.20 °C, 73.80 %
2024-11-22 23:14:10, 27.20 °C, 73.80 %
2024-11-22 23:17:10, 27.20 °C, 73.90 %
2024-11-22 23:20:10, 27.30 °C, 74.00 %
2024-11-22 23:23:11, 27.20 °C, 73.90 %
2024-11-22 23:26:11, 27.20 °C, 74.00 %
2024-11-22 23:29:11, 27.20 °C, 74.10 %
2024-11-22 23:32:11, 27.20 °C, 74.10 %
2024-11-22 23:35:12, 27.20 °C, 74.10 %
2024-11-22 23:38:12, 27.20 °C, 74.10 %
2024-11-22 23:41:12, 27.20 °C, 74.10 %
2024-11-22 23:44:12, 27.20 °C, 74.30 %
2024-11-22 23:47:13, 27.20 °C, 74.30 %
2024-11-22 23:50:13, 27.20 °C, 74.30 %
2024-11-22 23:53:13, 27.30 °C, 74.40 %
2024-11-22 23:56:13, 27.20 °C, 74.40 %
2024-11-22 23:59:14, 27.20 °C, 74.40 %
2024-11-23 00:02:14, 27.20 °C, 74.40 %
2024-11-23 00:05:14, 27.20 °C, 74.50 %
2024-11-23 00:08:14, 27.20 °C, 74.60 %
2024-11-23 00:11:15, 27.20 °C, 74.60 %
2024-11-23 00:14:15, 27.20 °C, 74.60 %
2024-11-23 00:17:15, 27.20 °C, 74.70 %
2024-11-23 00:20:15, 27.20 °C, 74.60 %
2024-11-23 00:23:16, 27.20 °C, 74.70 %
2024-11-23 00:26:16, 27.20 °C, 74.80 %
2024-11-23 00:29:16, 27.20 °C, 74.80 %
2024-11-23 00:32:16, 27.20 °C, 74.90 %
2024-11-23 00:35:17, 27.20 °C, 75.00 %
2024-11-23 00:38:17, 27.20 °C, 75.00 %
2024-11-23 00:41:17, 27.20 °C, 75.00 %
2024-11-23 00:44:17, 27.20 °C, 75.00 %
2024-11-23 00:47:18, 27.20 °C, 75.00 %
2024-11-23 00:50:18, 27.20 °C, 75.10 %
2024-11-23 00:53:18, 27.20 °C, 75.10 %
2024-11-23 00:56:18, 27.20 °C, 75.10 %
2024-11-23 00:59:19, 27.20 °C, 75.10 %
2024-11-23 01:02:19, 27.20 °C, 75.20 %
2024-11-23 01:05:19, 27.20 °C, 75.30 %
2024-11-23 01:08:19, 27.20 °C, 75.30 %
2024-11-23 01:11:20, 27.20 °C, 75.30 %
2024-11-23 01:14:20, 27.20 °C, 75.30 %
2024-11-23 01:17:20, 27.20 °C, 75.40 %
2024-11-23 01:20:20, 27.20 °C, 75.40 %
2024-11-23 01:23:21, 27.20 °C, 75.50 %
2024-11-23 01:26:21, 27.20 °C, 75.40 %
2024-11-23 01:29:21, 27.20 °C, 75.50 %
2024-11-23 01:32:21, 27.20 °C, 75.60 %
2024-11-23 01:35:22, 27.20 °C, 75.50 %
2024-11-23 01:38:22, 27.20 °C, 75.60 %
2024-11-23 01:41:22, 27.20 °C, 75.70 %
2024-11-23 01:44:23, 27.20 °C, 75.70 %
2024-11-23 01:47:23, 27.20 °C, 75.70 %
2024-11-23 01:50:23, 27.20 °C, 75.70 %
2024-11-23 01:53:23, 27.20 °C, 75.80 %
2024-11-23 01:56:24, 27.20 °C, 75.80 %
2024-11-23 01:59:24, 27.20 °C, 75.80 %
2024-11-23 02:02:24, 27.20 °C, 75.90 %
2024-11-23 02:05:24, 27.20 °C, 75.90 %
2024-11-23 02:08:25, 27.20 °C, 75.90 %
2024-11-23 02:11:25, 27.20 °C, 76.00 %
2024-11-23 02:14:25, 27.20 °C, 75.90 %
2024-11-23 02:17:25, 27.20 °C, 75.90 %
2024-11-23 02:20:26, 27.20 °C, 76.10 %
2024-11-23 02:23:26, 27.20 °C, 76.20 %
2024-11-23 02:26:26, 27.20 °C, 76.20 %
2024-11-23 02:32:27, 27.20 °C, 76.20 %
2024-11-23 02:35:27, 27.20 °C, 76.20 %
2024-11-23 02:38:27, 27.20 °C, 76.20 %
2024-11-23 02:41:27, 27.20 °C, 76.30 %
2024-11-23 02:44:28, 27.20 °C, 76.30 %
2024-11-23 02:47:28, 27.20 °C, 76.40 %
2024-11-23 02:50:28, 27.20 °C, 76.30 %
2024-11-23 02:53:28, 27.20 °C, 76.40 %
2024-11-23 02:56:29, 27.20 °C, 76.40 %
2024-11-23 02:59:29, 27.20 °C, 76.50 %
2024-11-23 03:02:29, 27.20 °C, 76.50 %
2024-11-23 03:05:29, 27.20 °C, 76.50 %
2024-11-23 03:08:30, 27.20 °C, 76.50 %
2024-11-23 03:11:30, 27.20 °C, 76.60 %
2024-11-23 03:14:30, 27.20 °C, 76.70 %
2024-11-23 03:17:30, 27.20 °C, 76.70 %
2024-11-23 03:20:31, 27.20 °C, 76.60 %
2024-11-23 03:23:31, 27.20 °C, 76.70 %
2024-11-23 03:26:31, 27.20 °C, 76.60 %
2024-11-23 03:29:31, 27.20 °C, 76.70 %
2024-11-23 03:32:32, 27.20 °C, 76.70 %
2024-11-23 03:35:32, 27.20 °C, 76.70 %
2024-11-23 03:38:32, 27.20 °C, 76.80 %
2024-11-23 03:41:32, 27.20 °C, 76.70 %
2024-11-23 03:44:33, 27.20 °C, 76.80 %
2024-11-23 03:47:33, 27.20 °C, 76.80 %
2024-11-23 03:50:33, 27.20 °C, 76.80 %
2024-11-23 03:53:33, 27.20 °C, 76.90 %
2024-11-23 03:56:34, 27.20 °C, 76.90 %
2024-11-23 03:59:34, 27.20 °C, 76.90 %
2024-11-23 04:02:34, 27.20 °C, 76.90 %
2024-11-23 04:05:34, 27.20 °C, 77.00 %
2024-11-23 04:08:35, 27.20 °C, 77.00 %
2024-11-23 04:11:35, 27.20 °C, 77.00 %
2024-11-23 04:14:35, 27.20 °C, 77.00 %
2024-11-23 04:17:35, 27.20 °C, 77.00 %
2024-11-23 04:20:36, 27.20 °C, 77.00 %
2024-11-23 04:23:36, 27.20 °C, 77.10 %
2024-11-23 04:26:36, 27.20 °C, 77.10 %
2024-11-23 04:29:36, 27.20 °C, 77.20 %
2024-11-23 04:32:37, 27.20 °C, 77.10 %
2024-11-23 04:35:37, 27.20 °C, 77.20 %
2024-11-23 04:38:37, 27.20 °C, 77.20 %
2024-11-23 04:41:37, 27.20 °C, 77.20 %
2024-11-23 04:44:38, 27.20 °C, 77.30 %
2024-11-23 04:47:38, 27.20 °C, 77.20 %
2024-11-23 04:50:38, 27.20 °C, 77.20 %
2024-11-23 04:53:38, 27.20 °C, 77.20 %
2024-11-23 04:56:39, 27.20 °C, 77.20 %
2024-11-23 04:59:39, 27.20 °C, 77.20 %
2024-11-23 05:02:39, 27.20 °C, 77.20 %
2024-11-23 05:05:39, 27.20 °C, 77.20 %
2024-11-23 05:08:40, 27.20 °C, 77.30 %
2024-11-23 05:11:40, 27.20 °C, 77.40 %
2024-11-23 05:14:40, 27.20 °C, 77.30 %
2024-11-23 05:20:41, 27.30 °C, 77.30 %
2024-11-23 05:23:41, 27.30 °C, 77.30 %
2024-11-23 05:26:41, 27.20 °C, 77.30 %
2024-11-23 05:29:41, 27.20 °C, 77.40 %
2024-11-23 05:32:42, 27.20 °C, 77.40 %
2024-11-23 05:35:42, 27.30 °C, 77.30 %
2024-11-23 05:38:42, 27.20 °C, 77.30 %
2024-11-23 05:41:42, 27.20 °C, 77.40 %
2024-11-23 05:44:43, 27.30 °C, 77.30 %
2024-11-23 05:47:43, 27.30 °C, 77.20 %
2024-11-23 05:50:43, 27.30 °C, 77.20 %
2024-11-23 05:53:43, 27.30 °C, 77.30 %
2024-11-23 05:56:44, 27.20 °C, 77.30 %
2024-11-23 05:59:44, 27.30 °C, 77.40 %
2024-11-23 06:02:44, 27.20 °C, 77.40 %
2024-11-23 06:05:44, 27.30 °C, 77.30 %
2024-11-23 06:08:45, 27.30 °C, 77.30 %
2024-11-23 06:11:45, 27.30 °C, 77.30 %
2024-11-23 06:14:45, 27.30 °C, 77.30 %
2024-11-23 06:17:45, 27.30 °C, 77.30 %
2024-11-23 06:20:46, 27.30 °C, 77.30 %
2024-11-23 06:23:46, 27.30 °C, 77.30 %
2024-11-23 06:26:46, 27.30 °C, 77.30 %
2024-11-23 06:29:46, 27.30 °C, 77.20 %
2024-11-23 06:32:47, 27.30 °C, 77.10 %
2024-11-23 06:35:47, 27.30 °C, 77.20 %
2024-11-23 06:38:47, 27.30 °C, 77.20 %
2024-11-23 06:41:47, 27.30 °C, 77.10 %
2024-11-23 06:44:48, 27.30 °C, 77.10 %
2024-11-23 06:47:48, 27.30 °C, 77.20 %
2024-11-23 06:50:48, 27.30 °C, 77.20 %
2024-11-23 06:53:48, 27.30 °C, 77.20 %
2024-11-23 06:56:49, 27.30 °C, 77.20 %
2024-11-23 06:59:49, 27.30 °C, 77.20 %
2024-11-23 07:02:49, 27.30 °C, 77.20 %
2024-11-23 07:05:50, 27.30 °C, 77.30 %
2024-11-23 07:08:50, 27.30 °C, 77.20 %
2024-11-23 07:11:50, 27.30 °C, 77.30 %
2024-11-23 07:14:50, 27.30 °C, 77.30 %
2024-11-23 07:17:51, 27.30 °C, 77.40 %
2024-11-23 07:20:51, 27.30 °C, 77.30 %
2024-11-23 07:23:51, 27.30 °C, 77.30 %
2024-11-23 07:26:51, 27.30 °C, 77.30 %
2024-11-23 07:29:52, 27.30 °C, 77.20 %
2024-11-23 07:32:52, 27.30 °C, 77.30 %
2024-11-23 07:35:52, 27.30 °C, 77.30 %
2024-11-23 07:38:52, 27.30 °C, 77.20 %
2024-11-23 07:41:53, 27.40 °C, 77.20 %
2024-11-23 07:44:53, 27.30 °C, 77.20 %
2024-11-23 07:47:53, 27.30 °C, 77.20 %
2024-11-23 07:50:53, 27.30 °C, 77.20 %
2024-11-23 07:53:54, 27.30 °C, 77.20 %
2024-11-23 07:56:54, 27.30 °C, 77.20 %
2024-11-23 07:59:54, 27.30 °C, 77.20 %
2024-11-23 08:02:54, 27.30 °C, 77.30 %
2024-11-23 08:05:55, 27.30 °C, 77.30 %
2024-11-23 08:08:55, 27.30 °C, 77.20 %
2024-11-23 08:11:55, 27.30 °C, 77.20 %
2024-11-23 08:14:55, 27.30 °C, 77.30 %
2024-11-23 08:17:56, 27.30 °C, 77.30 %
2024-11-23 08:20:56, 27.30 °C, 77.30 %
2024-11-23 08:23:56, 27.30 °C, 77.30 %
2024-11-23 08:26:56, 27.30 °C, 77.20 %
2024-11-23 08:29:57, 27.30 °C, 77.20 %
2024-11-23 08:32:57, 27.30 °C, 77.20 %
2024-11-23 08:35:57, 27.30 °C, 77.30 %
2024-11-23 08:38:57, 27.30 °C, 77.20 %
2024-11-23 08:41:58, 27.30 °C, 77.30 %
2024-11-23 08:44:58, 27.30 °C, 77.20 %
2024-11-23 08:47:58, 27.30 °C, 77.20 %
2024-11-23 08:50:58, 27.30 °C, 77.20 %
2024-11-23 08:53:59, 27.30 °C, 77.10 %
2024-11-23 08:56:59, 27.30 °C, 76.90 %
2024-11-23 08:59:59, 27.40 °C, 77.00 %
2024-11-23 09:02:59, 27.40 °C, 77.10 %
2024-11-23 09:06:00, 27.40 °C, 77.10 %
2024-11-23 09:09:00, 27.40 °C, 77.00 %
2024-11-23 09:12:00, 27.40 °C, 77.00 %
2024-11-23 09:15:00, 27.40 °C, 76.90 %
2024-11-23 09:18:01, 27.40 °C, 76.90 %
2024-11-23 09:21:01, 27.40 °C, 76.90 %
2024-11-23 09:24:01, 27.40 °C, 76.90 %
2024-11-23 09:27:01, 27.40 °C, 76.80 %
2024-11-23 09:30:02, 27.40 °C, 76.80 %
2024-11-23 09:33:02, 27.50 °C, 76.60 %
2024-11-23 09:36:02, 27.50 °C, 76.70 %
2024-11-23 09:39:02, 27.50 °C, 76.70 %
2024-11-23 09:42:03, 27.50 °C, 76.60 %
2024-11-23 09:45:03, 27.50 °C, 76.60 %
2024-11-23 09:48:03, 27.50 °C, 76.50 %
2024-11-23 09:51:03, 27.50 °C, 76.50 %
2024-11-23 09:54:04, 27.50 °C, 76.60 %
2024-11-23 09:57:04, 27.50 °C, 76.60 %
2024-11-23 10:00:04, 27.50 °C, 76.50 %
2024-11-23 10:03:04, 27.50 °C, 76.50 %
2024-11-23 10:06:05, 27.50 °C, 76.40 %
2024-11-23 10:09:05, 27.50 °C, 76.40 %
2024-11-23 10:12:05, 27.50 °C, 76.40 %
2024-11-23 10:15:05, 27.50 °C, 76.50 %
2024-11-23 10:18:06, 27.50 °C, 76.50 %
2024-11-23 10:21:06, 27.50 °C, 76.50 %
2024-11-23 10:24:06, 27.60 °C, 76.40 %
2024-11-23 10:27:06, 27.60 °C, 76.40 %
2024-11-23 10:30:07, 27.60 °C, 76.30 %
2024-11-23 10:33:07, 27.60 °C, 76.30 %
2024-11-23 10:36:07, 27.60 °C, 76.30 %
2024-11-23 10:39:07, 27.60 °C, 76.30 %
2024-11-23 10:42:08, 27.60 °C, 76.30 %
2024-11-23 10:45:08, 27.60 °C, 76.30 %
2024-11-23 10:48:08, 27.60 °C, 76.30 %
2024-11-23 10:51:08, 27.60 °C, 76.30 %
2024-11-23 10:54:09, 27.60 °C, 76.20 %
2024-11-23 11:00:09, 27.60 °C, 76.30 %
2024-11-23 11:03:09, 27.60 °C, 76.30 %
2024-11-23 11:09:10, 27.70 °C, 76.20 %
2024-11-23 11:12:10, 27.70 °C, 76.20 %
